ItemCode,revenue,cost,profit,profit_weight,total_sales_qty,sale_days_total,last_sale_date,total_return_qty,sale_days_180,sale_days_365,avg_daily_sales_180,net_qty,days_since_last_sale,return_ratio,profit_percentile,forecast_28d_validation,forecast_28d_evaluation,forecast_56d_total,avg_forecast_per_day,model_disagreement,disagreement_v6_v2_56d,profit_segment,demand_class,return_heavy,assumed_current_stock,forecast_during_lead_time,safety_stock_demand,projected_stock_after_lead_time,stockout_flag,reorder_qty,overstock_flag,reliability_tag,risk_level,recommended_action,priority_level,reason_codes
SKU-04460,143458881,122236508.0,21222373.0,21222373.0,122.0,101,2025-01-08,15.0,0,10,0.0,107.0,240,0.12295081967213115,0.9152892561983471,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 240 days ago | High profit SKU: top 10%
SKU-09536,3840000,3473826.0,366174.0,366174.0,5.0,5,2022-03-26,0.0,0,0,0.0,5.0,1259,0.0,0.3384673178061608,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 1259 days ago
SKU-09280,121134962,74085793.0,47049169.0,47049169.0,1261.0,458,2025-08-30,39.0,7,80,0.3333333333333333,1222.0,6,0.030927835051546393,0.9603681442524418,0.0,5.98112,5.98112,0.10680571428571428,0.0,0.0,High Profit,Frequent,False,2.24292,1.49528,0.74764,0.7476399999999999,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-03555,153503520,78285163.0,75218357.0,75218357.0,76.0,12,2024-09-05,9.0,0,1,0.0,67.0,365,0.11842105263157894,0.9762083646381167,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 365 days ago | High profit SKU: top 10%
SKU-09690,83774031,61745092.0,22028939.0,22028939.0,81.0,31,2022-09-28,21.0,0,0,0.0,60.0,1073,0.25925925925925924,0.9187953919358878,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 1073 days ago | High profit SKU: top 10%
SKU-09416,634703396,495728796.0,138974600.0,138974600.0,637.0,315,2025-08-30,41.0,15,64,0.2833333333333333,596.0,6,0.06436420722135008,0.9889181066867018,3.3441559999999995,0.952024,4.29618,0.0767175,0.0,0.0,High Profit,Frequent,False,1.6110674999999999,1.074045,0.5370225,0.5370225,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-15385,63920609,42840955.0,21079654.0,21079654.0,598.0,140,2025-07-28,36.0,20,41,0.4444444444444444,562.0,39,0.06020066889632107,0.914725770097671,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-11404,36124029,23906184.0,12217845.0,12217845.0,391.0,150,2025-08-25,6.0,10,35,0.2777777777777778,385.0,11,0.015345268542199489,0.8661407463060355,1.19972,0.370012,1.569732,0.02803092857142857,0.0,0.01017599999999999,Medium Profit,Frequent,False,0.5886495,0.392433,0.1962165,0.19621650000000007,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Frequent recent sales | Stable model agreement
SKU-08843,70000,36233.0,33767.0,33767.0,1.0,1,2022-01-03,0.0,0,0,0.0,1.0,1341,0.0,0.12953919358878035,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1341 days ago
SKU-16268,94995685,77343858.0,17651827.0,17651827.0,221.0,159,2024-12-11,15.0,0,14,0.0,206.0,268,0.06787330316742081,0.9005760080140246,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 268 days ago | High profit SKU: top 10%
SKU-03802,211301240,170525904.0,40775336.0,40775336.0,474.0,215,2025-07-18,23.0,12,41,0.2,451.0,49,0.04852320675105485,0.9546706736789381,0.0,0.0,0.0,0.0,0.0,0.012452000000000019,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-03224,253000,70117.0,182883.0,182883.0,1.0,1,2022-01-03,0.0,0,0,0.0,1.0,1341,0.0,0.25106436263461057,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 1 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 1341 days ago
SKU-11395,12185574,9316607.0,2868967.0,2868967.0,56.0,29,2025-09-04,0.0,7,11,0.03888888888888889,56.0,1,0.0,0.6620335587277736,0.20213200000000003,0.125432,0.327564,0.005849357142857143,0.0,0.0019839999999999997,Medium Profit,Frequent,False,0.1228365,0.081891,0.0409455,0.040945499999999996,True,1.3877787807814457e-17,False,High Reliability,Medium Risk,Review with Sales,P2 — Monitor Closely,Frequent recent sales | Stable model agreement
SKU-11836,566448409,507941132.0,58507277.0,58507277.0,675.0,314,2025-09-05,24.0,25,73,0.24444444444444444,651.0,0,0.035555555555555556,0.9686326070623591,0.445224,2.5581680000000007,3.0033920000000007,0.05363200000000001,0.0,0.0,High Profit,Frequent,False,1.1262720000000002,0.7508480000000002,0.3754240000000001,0.375424,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-15983,183960769,147755920.0,36204849.0,36204849.0,419.0,246,2025-09-05,27.0,38,55,0.2777777777777778,392.0,0,0.06443914081145585,0.9475331830703732,4.848960000000001,1.2049399999999997,6.0539000000000005,0.10810535714285716,0.0,0.0,High Profit,Frequent,False,2.2702125000000004,1.5134750000000001,0.7567375000000001,0.7567375000000003,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-08075,17898631,13273519.0,4625112.0,4625112.0,358.0,47,2024-05-28,18.0,0,0,0.0,340.0,465,0.05027932960893855,0.7362885048835462,0.0,0.0,0.0,0.0,0.0,0.001343999999999998,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 465 days ago
SKU-12655,3481198,2153941.0,1327257.0,1327257.0,47.0,21,2025-05-09,2.0,4,9,0.05555555555555555,45.0,119,0.0425531914893617,0.5358126721763086,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,Last sale was 119 days ago | Only 4 sale days in last 180 days | Stable model agreement
SKU-14504,116071229,87512140.0,28559089.0,28559089.0,675.0,203,2025-09-05,22.0,17,45,0.28888888888888886,653.0,0,0.03259259259259259,0.9350112697220135,1.8088719999999994,1.5055879999999997,3.314459999999999,0.0591867857142857,0.0,0.0,High Profit,Frequent,False,1.2429224999999997,0.8286149999999998,0.4143074999999999,0.41430749999999994,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-14775,60628102,44346754.0,16281348.0,16281348.0,136.0,107,2025-08-22,9.0,8,21,0.07777777777777778,127.0,14,0.0661764705882353,0.8933759078387178,0.2495240000000001,0.09458799999999999,0.3441120000000001,0.006144857142857145,0.0,0.0,Medium Profit,Frequent,False,0.12904200000000005,0.08602800000000002,0.04301400000000001,0.043014000000000024,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Frequent recent sales | Stable model agreement
SKU-15091,15842360,6615440.0,9226920.0,9226920.0,647.0,88,2025-08-29,36.0,8,11,0.3333333333333333,611.0,7,0.05564142194744977,0.8340846481342349,1.35922,0.17250799999999994,1.531728,0.027352285714285714,0.0,0.0,Medium Profit,Frequent,False,0.574398,0.382932,0.191466,0.19146599999999997,True,0.0,False,High Reliability,Medium Risk,Review with Sales,P2 — Monitor Closely,Frequent recent sales | Stable model agreement
SKU-13718,43332030,31893213.0,11438817.0,11438817.0,169.0,109,2025-07-24,11.0,14,14,0.09444444444444444,158.0,43,0.0650887573964497,0.859191084397696,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,Frequent recent sales | Stable model agreement
SKU-10974,122835533,77721569.0,45113964.0,45113964.0,1635.0,83,2023-04-10,33.0,0,0,0.0,1602.0,879,0.02018348623853211,0.9594290007513148,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 879 days ago | High profit SKU: top 10%
SKU-14924,22503160,27910769.0,-5407609.0,0.0,59.0,28,2024-06-14,7.0,0,0,0.0,52.0,448,0.11864406779661017,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 448 days ago
SKU-14926,26589608,33479468.0,-6889860.0,0.0,62.0,32,2025-01-18,1.0,0,3,0.0,61.0,230,0.016129032258064516,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 230 days ago
SKU-10998,493278502,389099842.0,104178660.0,104178660.0,3822.0,434,2025-09-05,86.0,50,122,1.5222222222222221,3736.0,0,0.02250130821559393,0.9837841222138742,13.861859999999998,13.729372000000001,27.591231999999998,0.4927005714285714,0.0,0.0,High Profit,Frequent,False,10.346711999999998,6.8978079999999995,3.4489039999999997,3.448903999999999,True,1.7763568394002505e-15,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-11008,805381862,597714419.0,207667443.0,207667443.0,4568.0,501,2025-08-09,222.0,25,93,0.8444444444444444,4346.0,27,0.04859894921190893,0.9934259954921112,8.514435999999998,0.715496,9.229931999999998,0.16482021428571425,0.0,0.0,High Profit,Frequent,False,3.4612244999999993,2.3074829999999995,1.1537414999999998,1.1537414999999998,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-14451,106638011,77366522.0,29271489.0,29271489.0,533.0,271,2025-09-03,17.0,20,44,0.3055555555555556,516.0,2,0.03189493433395872,0.9366391184573003,1.513208,0.17418,1.687388,0.030131928571428573,0.0,0.0,High Profit,Frequent,False,0.6327705,0.421847,0.2109235,0.21092349999999999,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-00165,102486533,86626341.0,15860192.0,15860192.0,228.0,135,2024-11-26,3.0,0,4,0.0,225.0,283,0.013157894736842105,0.890495867768595,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 283 days ago
SKU-13493,141831913,100384801.0,41447112.0,41447112.0,373.0,139,2025-08-02,9.0,10,14,0.1388888888888889,364.0,34,0.024128686327077747,0.9556098171800651,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-09760,5971433907,4770909218.0,1200524689.0,1200524689.0,222295.0,994,2025-09-05,1874.0,142,286,126.68888888888888,220421.0,0,0.008430239096695833,0.9996243425995492,764.562832,3098.7926040000007,3863.3554360000007,68.98848992857144,0.0,0.0,High Profit,Frequent,False,1448.7582885000002,965.8388590000002,482.9194295000001,482.9194295,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-09755,0,0.0,0.0,0.0,0.0,0,,0.0,0,0,0.0,0.0,9999,0.0,0.0574129727022289,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Insufficient History,Normal,Monitor closely,P4 — Low Priority,Only 0 total sale days (Insufficient History) | Dormant SKU — no sale in last 180 days | Last sale was 9999 days ago
SKU-12177,1676592258,1350837831.0,325754427.0,325754427.0,12047.0,549,2025-09-04,389.0,50,129,2.7222222222222223,11658.0,1,0.032290196729476216,0.9968069120961683,0.832192,67.29674,68.128932,1.2165880714285715,0.0,0.0,High Profit,Frequent,False,25.5483495,17.032233,8.5161165,8.516116499999999,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-12000,602338516,531938005.0,70400511.0,70400511.0,809.0,438,2025-07-26,30.0,18,65,0.1111111111111111,779.0,41,0.037082818294190356,0.9742048585023791,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-14150,229716610,185801225.0,43915385.0,43915385.0,454.0,295,2024-12-09,38.0,0,27,0.0,416.0,270,0.08370044052863436,0.9583646381167042,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 270 days ago | High profit SKU: top 10%
SKU-04949,366408698,211820844.0,154587854.0,154587854.0,1186.0,326,2025-08-30,23.0,32,76,0.6944444444444444,1163.0,6,0.0193929173693086,0.9902329075882795,6.48964,4.762252000000001,11.251892000000002,0.20092664285714287,0.0,0.0,High Profit,Frequent,False,4.2194595,2.8129730000000004,1.4064865000000002,1.4064864999999998,True,8.881784197001252e-16,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-00005,2243340437,0.0,2243340437.0,2243340437.0,1101.0,327,2023-06-26,0.0,0,0,0.0,1101.0,802,0.0,0.9998121712997746,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 802 days ago | High profit SKU: top 10%
SKU-04482,88174640,70916903.0,17257737.0,17257737.0,93.0,88,2025-08-08,11.0,3,12,0.016666666666666666,82.0,28,0.11827956989247312,0.8983846731780616,0.015419999999999998,0.0012960000000000003,0.016715999999999998,0.0002985,0.0,0.0,Medium Profit,Intermittent,False,0.0062685,0.0041789999999999996,0.0020894999999999998,0.0020895,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 3 sale days in last 180 days | Stable model agreement
SKU-14988,21900826,15335178.0,6565648.0,6565648.0,71.0,57,2025-08-13,13.0,5,12,0.027777777777777776,58.0,23,0.18309859154929578,0.7871274730778863,0.12708799999999995,0.010684000000000003,0.13777199999999995,0.0024602142857142848,0.0,0.0,Medium Profit,Active,False,0.05166449999999998,0.03444299999999999,0.017221499999999994,0.017221499999999994,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 5 sale days in last 180 days | Stable model agreement
SKU-14987,15226878,10496574.0,4730304.0,4730304.0,50.0,41,2025-08-13,9.0,5,5,0.027777777777777776,41.0,23,0.18,0.7393563736538943,0.13780799999999996,0.011576000000000005,0.14938399999999996,0.002667571428571428,0.0,0.0,Medium Profit,Active,False,0.056018999999999985,0.03734599999999999,0.018672999999999995,0.018672999999999995,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 5 sale days in last 180 days | Stable model agreement
SKU-10668,374494943,243151675.0,131343268.0,131343268.0,4939.0,501,2025-07-21,185.0,8,89,0.16111111111111112,4754.0,46,0.037456975096173316,0.9882920110192838,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-04480,96077199,76950160.0,19127039.0,19127039.0,99.0,91,2025-08-08,10.0,4,14,0.022222222222222223,89.0,28,0.10101010101010101,0.9068369646882044,0.03315200000000001,0.002776,0.03592800000000001,0.0006415714285714287,0.0,0.0,High Profit,Active,False,0.013473000000000004,0.008982000000000002,0.004491000000000001,0.004491000000000002,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 4 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-07004,1855921356,1619543681.0,236377675.0,236377675.0,3654.0,434,2025-02-12,96.0,0,86,0.0,3558.0,205,0.026272577996715927,0.9946155772602053,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Manual review required,P1 — Urgent Review,Dormant SKU — no sale in last 180 days | Last sale was 205 days ago | High profit SKU: top 10%
SKU-12020,39482080,34945400.0,4536680.0,4536680.0,53.0,34,2025-08-27,4.0,3,8,0.016666666666666666,49.0,9,0.07547169811320754,0.7330328074129727,0.023104000000000003,0.0325,0.055604,0.0009929285714285715,0.0,0.0,Medium Profit,Intermittent,False,0.020851500000000002,0.013901,0.0069505,0.006950500000000002,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 3 sale days in last 180 days | Stable model agreement
SKU-11901,122453880,99653692.0,22800188.0,22800188.0,641.0,200,2025-08-28,34.0,3,22,0.044444444444444446,607.0,8,0.0530421216848674,0.9207988980716253,0.008136,0.019427999999999997,0.027563999999999998,0.0004922142857142857,0.0,0.0,High Profit,Intermittent,False,0.0103365,0.0068909999999999996,0.0034454999999999998,0.0034455000000000006,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 3 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-11919,188526600,167700000.0,20826600.0,20826600.0,148.0,111,2025-08-14,10.0,10,20,0.07222222222222222,138.0,22,0.06756756756756757,0.9136614074630603,0.319152,0.026823999999999994,0.345976,0.006178142857142857,0.0,0.0,High Profit,Frequent,False,0.129741,0.086494,0.043247,0.043246999999999994,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-09659,854847634,684468692.0,170378942.0,170378942.0,3554.0,407,2025-09-05,217.0,25,78,1.9277777777777778,3337.0,0,0.0610579628587507,0.9912346606561483,6.065216,21.670124000000005,27.735340000000004,0.49527392857142866,0.0,0.0,High Profit,Frequent,False,10.400752500000001,6.933835000000001,3.4669175000000005,3.4669175,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-12027,16746809,13760000.0,2986809.0,2986809.0,109.0,59,2025-08-27,7.0,4,5,0.05,102.0,9,0.06422018348623854,0.668419734535437,0.06956799999999998,0.047055999999999994,0.11662399999999998,0.002082571428571428,0.0,0.0,Medium Profit,Active,False,0.04373399999999999,0.02915599999999999,0.014577999999999995,0.014577999999999997,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Only 4 sale days in last 180 days | Stable model agreement
SKU-12079,39563250,35700000.0,3863250.0,3863250.0,50.0,49,2024-11-27,6.0,0,4,0.0,44.0,282,0.12,0.7088655146506386,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 282 days ago
SKU-00310,197938363,148235319.0,49703044.0,49703044.0,205.0,175,2025-09-05,20.0,3,34,0.016666666666666666,185.0,0,0.0975609756097561,0.9627473077886302,0.0,0.15246400000000004,0.15246400000000004,0.0027225714285714292,0.0,0.0,High Profit,Intermittent,False,0.057174000000000016,0.03811600000000001,0.019058000000000005,0.019058000000000005,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 3 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-04364,3614280,3019440.0,594840.0,594840.0,16.0,11,2022-07-11,2.0,0,0,0.0,14.0,1152,0.125,0.41059353869271226,0.0,0.0,0.0,0.0,0.0,0.0,Low Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 1152 days ago
SKU-12555,21669186,17088817.0,4580369.0,4580369.0,122.0,52,2024-11-01,3.0,0,11,0.0,119.0,308,0.02459016393442623,0.734785875281743,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 308 days ago
SKU-09199,8631209,2640203.0,5991006.0,5991006.0,93.0,46,2024-03-07,3.0,0,0,0.0,90.0,547,0.03225806451612903,0.7747307788630102,0.0,0.0,0.0,0.0,0.0,0.007143999999999984,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 547 days ago
SKU-14558,504133880,364882796.0,139251084.0,139251084.0,2387.0,543,2025-09-04,42.0,76,131,1.7055555555555555,2345.0,1,0.017595307917888565,0.9889807162534435,21.726480000000002,37.894127999999995,59.620608,1.0646537142857142,0.0,0.0,High Profit,Frequent,False,22.357727999999998,14.905152,7.452576,7.452575999999999,True,0.0,False,High Reliability,High Risk,Prioritize replenishment,P1 — Urgent Review,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-04144,14784260,11104748.0,3679512.0,3679512.0,17.0,17,2025-03-26,2.0,2,3,0.011111111111111112,15.0,163,0.11764705882352941,0.7021662910092662,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Last sale was 163 days ago | Only 2 sale days in last 180 days | Stable model agreement
SKU-12460,105035105,74922157.0,30112948.0,30112948.0,94.0,86,2025-05-29,7.0,4,27,0.022222222222222223,87.0,99,0.07446808510638298,0.9382669671925871,0.0,0.0,0.0,0.0,0.0,0.0,High Profit,Active,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,Last sale was 99 days ago | Only 4 sale days in last 180 days | High profit SKU: top 10% | Stable model agreement
SKU-00552,16394040,11729292.0,4664748.0,4664748.0,28.0,28,2023-05-13,3.0,0,0,0.0,25.0,846,0.10714285714285714,0.7369146005509641,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 846 days ago
SKU-09341,14386952,5541741.0,8845211.0,8845211.0,139.0,36,2023-11-02,4.0,0,0,0.0,135.0,673,0.02877697841726619,0.8274480340596043,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 673 days ago
SKU-12112,29484803,22927808.0,6556995.0,6556995.0,349.0,131,2025-08-29,20.0,11,11,0.17222222222222222,329.0,7,0.05730659025787966,0.7867518156774355,0.9298080000000002,0.413548,1.3433560000000002,0.023988500000000003,0.0,0.0041160000000001196,Medium Profit,Frequent,False,0.5037585000000001,0.33583900000000005,0.16791950000000003,0.16791950000000005,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Frequent recent sales | Stable model agreement
SKU-11917,111651099,96905000.0,14746099.0,14746099.0,226.0,177,2025-09-03,4.0,19,54,0.13333333333333333,222.0,2,0.017699115044247787,0.8842975206611571,0.6977040000000001,1.04464,1.7423440000000001,0.031113285714285715,0.0,0.0,Medium Profit,Frequent,False,0.653379,0.43558600000000003,0.21779300000000001,0.21779300000000001,False,0.0,False,High Reliability,Low Risk,Monitor closely,P3 — Normal,Frequent recent sales | Stable model agreement
SKU-15027,50003861,36071542.0,13932319.0,13932319.0,487.0,128,2025-09-03,74.0,19,20,0.4222222222222222,413.0,2,0.15195071868583163,0.8783496118206862,1.372776,0.296464,1.66924,0.029807857142857143,0.0,0.00028800000000000353,Medium Profit,Frequent,False,0.625965,0.41731,0.208655,0.20865499999999998,True,0.0,False,High Reliability,Medium Risk,Review with Sales,P2 — Monitor Closely,Frequent recent sales | Stable model agreement
SKU-09321,5858408,3514662.0,2343746.0,2343746.0,101.0,27,2023-09-13,6.0,0,0,0.0,95.0,723,0.0594059405940594,0.628725269221137,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Dormant,False,0.0,0.0,0.0,0.0,False,0.0,False,Low Reliability,High Risk,Monitor closely,P4 — Low Priority,Dormant SKU — no sale in last 180 days | Last sale was 723 days ago
SKU-14745,188928543,131691999.0,57236544.0,57236544.0,1100.0,129,2025-07-12,32.0,22,39,0.6666666666666666,1068.0,55,0.02909090909090909,0.967756073127974,0.0,0.0,0.0,0.0,0.0,0.0005999999999999998,High Profit,Frequent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Normal,Monitor closely,P2 — Monitor Closely,High profit SKU: top 10% | Frequent recent sales | Stable model agreement
SKU-13757,12053000,8256549.0,3796451.0,3796451.0,38.0,36,2025-07-29,3.0,1,5,0.005555555555555556,35.0,38,0.07894736842105263,0.7066115702479339,0.0,0.0,0.0,0.0,0.0,0.0,Medium Profit,Intermittent,False,0.0,0.0,0.0,0.0,False,0.0,False,Medium Reliability,Medium Risk,Monitor closely,P2 — Monitor Closely,Only 1 sale days in last 180 days | Stable model agreement
